"indicator","rows_in","rows_keep","rows_drop","yi_min","yi_median","yi_mean","yi_max","vi_min","vi_median","vi_mean","vi_max"
"SOC",87,87,0,-0.0783906339457227,0.10477279892036855,0.13744523177998944,0.6708603619015513,7.175344759094758e-5,0.0024240536592816807,0.00345506682075405,0.022651511976398704
