"indicator","k","method","test","conf_level","pred_level","yi_overall","yi_ci_lb","yi_ci_ub","yi_se","yi_zval","yi_pval","pct_overall","pct_ci_lb","pct_ci_ub","yi_pi_lb","yi_pi_ub","pct_pi_lb","pct_pi_ub"
"SOC",87,"REML","knha",0.95,0.95,0.13199835165133017,0.10257793869792177,0.16141876460473856,0.014799490275419616,8.919114725901434,7.191138205222144e-14,14.110643832440516,10.80236564656316,17.51769883135148,-0.12369003033826353,0.3876867336409239,-11.634629572430699,47.356809266445055
