"StudyID","Author_Year","Location","Crop types","Cropping system","Organic fertilizer type","Substitution_ratio(%)","Year","Equal N?","P/K balanced?","Duration(years)","Soil depth(cm)","Indicator","Unit","Mean_E","SD_E","n_E","Mean_C","SD_C","n_C","DataType","Converted?","Notes","Mean_E_std","Mean_C_std","SD_E_std","SD_C_std","Depth_raw_norm","Depth_low_cm","Depth_high_cm","Depth_mid_cm","Soil_layer","Soil_layer_export","SD_E_imp","SD_C_imp","SD_E_src","SD_C_src","v_lnRR_check"
14,"陈学_2022","新疆乌鲁木齐","小麦","单作","商品有机肥",50,"years_mean","Yes","No",1,"0-20","SOC","g·kg-1",11.0258,1.2528,3,9.2104,0.4988,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",11.0258,9.2104,1.2528,0.4988,"0-20",0,20,10,"0-10","0_10",1.2528,0.4988,"as_is","as_is",0.0052811323428071716
14,"陈学_2022","新疆乌鲁木齐","小麦","单作","商品有机肥",75,"years_mean","Yes","No",1,"0-20","SOC","g·kg-1",14.9118,1.3514,3,9.2104,0.4988,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",14.9118,9.2104,1.3514,0.4988,"0-20",0,20,10,"0-10","0_10",1.3514,0.4988,"as_is","as_is",0.00371533394016765
14,"陈学_2022","新疆乌鲁木齐","小麦","单作","商品有机肥",100,"years_mean","Yes","No",1,"20-40","SOC","g·kg-1",8.334599999999998,1.6414,3,7.029599999999999,1.2006,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",8.334599999999998,7.029599999999999,1.6414,1.2006,"20-40",20,40,30,">20",">20",1.6414,1.2006,"as_is","as_is",0.022651511976398704
14,"陈学_2022","新疆乌鲁木齐","小麦","单作","商品有机肥",25,"years_mean","Yes","No",1,"20-40","SOC","g·kg-1",6.983199999999999,0.6785999999999999,3,7.029599999999999,1.2006,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",6.983199999999999,7.029599999999999,0.6785999999999999,1.2006,"20-40",20,40,30,">20",">20",0.6785999999999999,1.2006,"as_is","as_is",0.012871041597558676
14,"陈学_2022","新疆乌鲁木齐","小麦","单作","商品有机肥",50,"years_mean","Yes","No",1,"20-40","SOC","g·kg-1",8.3578,0.6438,3,7.029599999999999,1.2006,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",8.3578,7.029599999999999,0.6438,1.2006,"20-40",20,40,30,">20",">20",0.6438,1.2006,"as_is","as_is",0.01170117687682027
14,"陈学_2022","新疆乌鲁木齐","小麦","单作","商品有机肥",75,"years_mean","Yes","No",1,"20-40","SOC","g·kg-1",8.5898,0.9511999999999998,3,7.029599999999999,1.2006,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",8.5898,7.029599999999999,0.9511999999999998,1.2006,"20-40",20,40,30,">20",">20",0.9511999999999998,1.2006,"as_is","as_is",0.013810797874496527
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",25,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",33.581999999999994,0.696,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",33.581999999999994,31.493999999999996,0.696,0.406,"0-20",0,20,10,"0-10","0_10",0.696,0.406,"as_is","as_is",1.9857616422218064e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",50,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",33.465999999999994,1.16,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",33.465999999999994,31.493999999999996,1.16,0.406,"0-20",0,20,10,"0-10","0_10",1.16,0.406,"as_is","as_is",4.558813759299013e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",75,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",33.407999999999994,0.696,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",33.407999999999994,31.493999999999996,0.696,0.406,"0-20",0,20,10,"0-10","0_10",0.696,0.406,"as_is","as_is",2.0007151259345186e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",100,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",32.653999999999996,0.696,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",32.653999999999996,31.493999999999996,0.696,0.406,"0-20",0,20,10,"0-10","0_10",0.696,0.406,"as_is","as_is",2.0682995406623054e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",25,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",30.565999999999995,0.406,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",30.565999999999995,31.493999999999996,0.406,0.406,"0-20",0,20,10,"0-10","0_10",0.406,0.406,"as_is","as_is",1.1420591376096351e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",50,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",31.436,0.638,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",31.436,31.493999999999996,0.638,0.406,"0-20",0,20,10,"0-10","0_10",0.638,0.406,"as_is","as_is",1.9269400762221515e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",75,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",31.784,0.464,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",31.784,31.493999999999996,0.464,0.406,"0-20",0,20,10,"0-10","0_10",0.464,0.406,"as_is","as_is",1.264347114655084e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",100,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",31.552,0.638,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",31.552,31.493999999999996,0.638,0.406,"0-20",0,20,10,"0-10","0_10",0.638,0.406,"as_is","as_is",1.9168631619463086e-4
15,"刘芳君_2022","吉林长春","玉米","单作","商品有机肥",25,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",32.248,0.406,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",32.248,31.493999999999996,0.406,0.406,"0-20",0,20,10,"0-10","0_10",0.406,0.406,"as_is","as_is",1.08231016165654e-4
15,"刘芳君_2022","吉林长春","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",30.565999999999995,0.348,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",30.565999999999995,31.493999999999996,0.348,0.406,"0-20",0,20,10,"0-10","0_10",0.348,0.406,"as_is","as_is",9.860317391984739e-5
15,"刘芳君_2022","吉林长春","玉米","单作","商品有机肥",75,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",31.378,0.406,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",31.378,31.493999999999996,0.406,0.406,"0-20",0,20,10,"0-10","0_10",0.406,0.406,"as_is","as_is",1.1120150961207415e-4
15,"刘芳君_2022","吉林长春","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",5,"0-20","SOC","g·kg-1",33.117999999999995,0.232,3,31.493999999999996,0.406,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",33.117999999999995,31.493999999999996,0.232,0.406,"0-20",0,20,10,"0-10","0_10",0.232,0.406,"as_is","as_is",7.175344759094758e-5
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",25,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",16.703999999999997,0.232,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",16.703999999999997,14.615999999999998,0.232,0.348,"20-40",20,40,30,">20",">20",0.232,0.348,"as_is","as_is",2.532648862013942e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",50,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",16.413999999999998,0.58,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",16.413999999999998,14.615999999999998,0.58,0.348,"20-40",20,40,30,">20",">20",0.58,0.348,"as_is","as_is",6.05168114795797e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",75,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",16.529999999999998,0.5219999999999999,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",16.529999999999998,14.615999999999998,0.5219999999999999,0.348,"20-40",20,40,30,">20",">20",0.5219999999999999,0.348,"as_is","as_is",5.213744469779294e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",100,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",15.95,1.218,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",15.95,14.615999999999998,1.218,0.348,"20-40",20,40,30,">20",">20",1.218,0.348,"as_is","as_is",0.0021327661275713223
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",25,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",14.673999999999998,0.812,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",14.673999999999998,14.615999999999998,0.812,0.348,"20-40",20,40,30,">20",">20",0.812,0.348,"as_is","as_is",0.0012096542735091336
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",50,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",14.499999999999998,0.406,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",14.499999999999998,14.615999999999998,0.406,0.348,"20-40",20,40,30,">20",">20",0.406,0.348,"as_is","as_is",4.5029780801209387e-4
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",75,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",16.24,2.61,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",16.24,14.615999999999998,2.61,0.348,"20-40",20,40,30,">20",">20",2.61,0.348,"as_is","as_is",0.008798658352229781
15,"刘芳君_2022","吉林长春","玉米","单作","畜禽粪肥",100,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",16.762,1.45,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",16.762,14.615999999999998,1.45,0.348,"20-40",20,40,30,">20",">20",1.45,0.348,"as_is","as_is",0.0026833471249503487
15,"刘芳君_2022","吉林长春","玉米","单作","商品有机肥",25,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",13.514,2.7259999999999995,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",13.514,14.615999999999998,2.7259999999999995,0.348,"20-40",20,40,30,">20",">20",2.7259999999999995,0.348,"as_is","as_is",0.013752178631014909
15,"刘芳君_2022","吉林长春","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",14.615999999999998,1.276,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",14.615999999999998,14.615999999999998,1.276,0.348,"20-40",20,40,30,">20",">20",1.276,0.348,"as_is","as_is",0.0027294868564709846
15,"刘芳君_2022","吉林长春","玉米","单作","商品有机肥",75,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",13.514,1.16,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",13.514,14.615999999999998,1.16,0.348,"20-40",20,40,30,">20",">20",1.16,0.348,"as_is","as_is",0.002644956173426819
15,"刘芳君_2022","吉林长春","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",5,"20-40","SOC","g·kg-1",14.094,0.348,3,14.615999999999998,0.348,3,"Mean±value","Yes","±Value, tpyes not specified, assuming SD；SOC=SOM/1.735",14.094,14.615999999999998,0.348,0.348,"20-40",20,40,30,">20",">20",0.348,0.348,"as_is","as_is",3.921855283799239e-4
