"StudyID","Author_Year","Location","Crop types","Cropping system","Organic fertilizer type","Substitution_ratio(%)","Year","Equal N?","P/K balanced?","Duration(years)","Soil depth(cm)","Indicator","Unit","Mean_E","SD_E","n_E","Mean_C","SD_C","n_C","DataType","Converted?","Notes","Mean_E_std","Mean_C_std","SD_E_std","SD_C_std","Depth_raw_norm","Depth_low_cm","Depth_high_cm","Depth_mid_cm","Soil_layer","Soil_layer_export"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","POC","g·kg-1",5.94,NA,3,3.26,NA,3,"Mean±value","No","SD缺失",5.94,3.26,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","MAOC","g·kg-1",5.33,NA,3,5.06,NA,3,"Mean±value","No","SD缺失",5.33,5.06,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","MAOC","g·kg-1",5.21,NA,3,5.06,NA,3,"Mean±value","No","SD缺失",5.21,5.06,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","MAOC","g·kg-1",6.47,NA,3,5.06,NA,3,"Mean±value","No","SD缺失",6.47,5.06,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","MAOC","g·kg-1",7.45,NA,3,5.06,NA,3,"Mean±value","No","SD缺失",7.45,5.06,NA,NA,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",15,"years_mean","Yes","Yes",1,NA,"Rice yield","kg·hm-2",4511.35,105.92,3,4228.04,221.68,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",4511.35,4228.04,105.92,221.68,NA,NA,NA,NA,NA,NA
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",30,"years_mean","Yes","Yes",1,NA,"Rice yield","kg·hm-2",4816.32,415.1,3,4228.04,221.68,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",4816.32,4228.04,415.1,221.68,NA,NA,NA,NA,NA,NA
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",60,"years_mean","Yes","Yes",1,NA,"Rice yield","kg·hm-2",4904.1,288.36,3,4228.04,221.68,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",4904.1,4228.04,288.36,221.68,NA,NA,NA,NA,NA,NA
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",15,"years_mean","Yes","Yes",1,"0-20","pH","1",6.16,0.13,3,6.05,0.31,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",6.16,6.05,0.13,0.31,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",30,"years_mean","Yes","Yes",1,"0-20","pH","1",6.1,0.29,3,6.05,0.31,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",6.1,6.05,0.29,0.31,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",60,"years_mean","Yes","Yes",1,"0-20","pH","1",6.02,0.08,3,6.05,0.31,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",6.02,6.05,0.08,0.31,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",15,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",27.14,2.09,3,27.14,0.9,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",27.14,27.14,2.09,0.9,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",30,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",30.55,2.41,3,27.14,0.9,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",30.55,27.14,2.41,0.9,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",60,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",33.12,1.03,3,27.14,0.9,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",33.12,27.14,1.03,0.9,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",15,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.88,0.11,3,1.83,0.004,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.88,1.83,0.11,0.004,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",30,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",2.01,0.08,3,1.83,0.004,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",2.01,1.83,0.08,0.004,"0-20",0,20,10,"0-10","0_10"
4,"高鹏_2024","湖南长沙","水稻","单作","商品有机肥",60,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",2.11,0.08,3,1.83,0.004,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",2.11,1.83,0.08,0.004,"0-20",0,20,10,"0-10","0_10"
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",15,"years_mean","Yes","Yes",1,NA,"Wheat yield","kg·hm-2",494,NA,3,462.54,NA,3,"Mean±value","No","SD缺失",494,462.54,NA,NA,NA,NA,NA,NA,NA,NA
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",30,"years_mean","Yes","Yes",1,NA,"Wheat yield","kg·hm-2",476.48,NA,3,462.54,NA,3,"Mean±value","No","SD缺失",476.48,462.54,NA,NA,NA,NA,NA,NA,NA,NA
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",15,"years_mean","Yes","Yes",1,"0-20","pH","1",7.61,NA,3,7.35,NA,3,"Mean±value","No","SD缺失",7.61,7.35,NA,NA,"0-20",0,20,10,"0-10","0_10"
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",30,"years_mean","Yes","Yes",1,"0-20","pH","1",7.65,NA,3,7.35,NA,3,"Mean±value","No","SD缺失",7.65,7.35,NA,NA,"0-20",0,20,10,"0-10","0_10"
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",15,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",12.24,NA,3,10.92,NA,3,"Mean±value","No","SD缺失",12.24,10.92,NA,NA,"0-20",0,20,10,"0-10","0_10"
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",30,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",13.51,NA,3,10.92,NA,3,"Mean±value","No","SD缺失",13.51,10.92,NA,NA,"0-20",0,20,10,"0-10","0_10"
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",15,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.08,NA,3,1.06,NA,3,"Mean±value","No","SD缺失",1.08,1.06,NA,NA,"0-20",0,20,10,"0-10","0_10"
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",30,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.04,NA,3,1.06,NA,3,"Mean±value","No","SD缺失",1.04,1.06,NA,NA,"0-20",0,20,10,"0-10","0_10"
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",15,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.28,NA,3,1.31,NA,3,"Mean±value","No","SD缺失",1.28,1.31,NA,NA,"0-20",0,20,10,"0-10","0_10"
5,"张钰钦_2024","湖北钟祥","小麦","单作","商品有机肥",30,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.29,NA,3,1.31,NA,3,"Mean±value","No","SD缺失",1.29,1.31,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",25,"years_mean","Yes","Yes",1,NA,"Maize yield","kg·hm-2",8353.51,NA,3,7506.05,NA,3,"Mean±value","No","SD缺失",8353.51,7506.05,NA,NA,NA,NA,NA,NA,NA,NA
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",1,NA,"Maize yield","kg·hm-2",8130.75,NA,3,7506.05,NA,3,"Mean±value","No","SD缺失",8130.75,7506.05,NA,NA,NA,NA,NA,NA,NA,NA
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",75,"years_mean","Yes","Yes",1,NA,"Maize yield","kg·hm-2",7481.84,NA,3,7506.05,NA,3,"Mean±value","No","SD缺失",7481.84,7506.05,NA,NA,NA,NA,NA,NA,NA,NA
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",1,NA,"Maize yield","kg·hm-2",7578.69,NA,3,7506.05,NA,3,"Mean±value","No","SD缺失",7578.69,7506.05,NA,NA,NA,NA,NA,NA,NA,NA
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",25,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.22,NA,3,1.04,NA,3,"Mean±value","No","SD缺失",1.22,1.04,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.19,NA,3,1.04,NA,3,"Mean±value","No","SD缺失",1.19,1.04,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",75,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1,NA,3,1.04,NA,3,"Mean±value","No","SD缺失",1,1.04,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.03,NA,3,1.04,NA,3,"Mean±value","No","SD缺失",1.03,1.04,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",25,"years_mean","Yes","Yes",1,"0-20","AN","mg·kg-1",119.44,NA,3,101.34,NA,3,"Mean±value","No","SD缺失",119.44,101.34,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",1,"0-20","AN","mg·kg-1",103.52,NA,3,101.34,NA,3,"Mean±value","No","SD缺失",103.52,101.34,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",75,"years_mean","Yes","Yes",1,"0-20","AN","mg·kg-1",93.38,NA,3,101.34,NA,3,"Mean±value","No","SD缺失",93.38,101.34,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",1,"0-20","AN","mg·kg-1",97.07,NA,3,101.34,NA,3,"Mean±value","No","SD缺失",97.07,101.34,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",25,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",7.98,NA,3,7.82,NA,3,"Mean±value","No","SD缺失",7.98,7.82,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",8.26,NA,3,7.82,NA,3,"Mean±value","No","SD缺失",8.26,7.82,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",75,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",8.38,NA,3,7.82,NA,3,"Mean±value","No","SD缺失",8.38,7.82,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",7.47,NA,3,7.82,NA,3,"Mean±value","No","SD缺失",7.47,7.82,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",25,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.42,NA,3,1.32,NA,3,"Mean±value","No","SD缺失",1.42,1.32,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.43,NA,3,1.32,NA,3,"Mean±value","No","SD缺失",1.43,1.32,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",75,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.39,NA,3,1.32,NA,3,"Mean±value","No","SD缺失",1.39,1.32,NA,NA,"0-20",0,20,10,"0-10","0_10"
6,"何苏南_2024","江苏盐城","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.32,NA,3,1.32,NA,3,"Mean±value","No","SD缺失",1.32,1.32,NA,NA,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",4,"0-20","DOC","mg·kg-1",180.81,NA,3,139.91,NA,3,"Mean±value","No","SD缺失",180.81,139.91,NA,NA,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",4,"0-20","DOC","mg·kg-1",161.51,NA,3,139.91,NA,3,"Mean±value","No","SD缺失",161.51,139.91,NA,NA,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",4,"0-20","MBC","mg·kg-1",166.99,NA,3,135.46,NA,3,"Mean±value","No","SD缺失",166.99,135.46,NA,NA,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",4,"0-20","MBC","mg·kg-1",152.23,NA,3,135.46,NA,3,"Mean±value","No","SD缺失",152.23,135.46,NA,NA,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",4,"0-20","CPI","1",1.13,0.04,3,1.05,0.01,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.13,1.05,0.04,0.01,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",4,"0-20","CPI","1",1.18,0.02,3,1.05,0.01,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.18,1.05,0.02,0.01,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",4,"0-20","CMI","1",147.97,8.29,3,115.76,10.02,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",147.97,115.76,8.29,10.02,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",4,"0-20","CMI","1",140.38,7.45,3,115.76,10.02,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",140.38,115.76,7.45,10.02,"0-20",0,20,10,"0-10","0_10"
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",50,"years_mean","Yes","Yes",4,NA,"Maize yield","kg·hm-2",7861.42,222.25,3,5453.77,194.34,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",7861.42,5453.77,222.25,194.34,NA,NA,NA,NA,NA,NA
7,"赵娜_2024","贵州安顺","玉米","单作","商品有机肥",100,"years_mean","Yes","Yes",4,NA,"Maize yield","kg·hm-2",6402.04,458.67,3,5453.77,194.34,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",6402.04,5453.77,458.67,194.34,NA,NA,NA,NA,NA,NA
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2022","Yes","Yes",2,NA,"Wheat yield","kg·hm-2",8068.12,NA,3,9324.52,NA,3,"Mean±value","No","SD缺失",8068.12,9324.52,NA,NA,NA,NA,NA,NA,NA,NA
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2023","Yes","Yes",2,NA,"Wheat yield","kg·hm-2",7341.62,NA,3,8403.5,NA,3,"Mean±value","No","SD缺失",7341.62,8403.5,NA,NA,NA,NA,NA,NA,NA,NA
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2022","Yes","Yes",2,NA,"Wheat yield","kg·hm-2",8128.54,NA,3,9324.52,NA,3,"Mean±value","No","SD缺失",8128.54,9324.52,NA,NA,NA,NA,NA,NA,NA,NA
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2023","Yes","Yes",2,NA,"Wheat yield","kg·hm-2",7524.22,NA,3,8403.5,NA,3,"Mean±value","No","SD缺失",7524.22,8403.5,NA,NA,NA,NA,NA,NA,NA,NA
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","BD","g·cm⁻³",1.16,NA,3,1.24,NA,3,"Mean±value","No","SD缺失",1.16,1.24,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2023","Yes","Yes",2,"0-20","BD","g·cm⁻³",1.17,NA,3,1.26,NA,3,"Mean±value","No","SD缺失",1.17,1.26,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2022","Yes","Yes",2,"0-20","BD","g·cm⁻³",1.17,NA,3,1.24,NA,3,"Mean±value","No","SD缺失",1.17,1.24,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2023","Yes","Yes",2,"0-20","BD","g·cm⁻³",1.15,NA,3,1.26,NA,3,"Mean±value","No","SD缺失",1.15,1.26,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","pH","1",6.1,NA,3,5.9,NA,3,"Mean±value","No","SD缺失",6.1,5.9,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2023","Yes","Yes",2,"0-20","pH","1",6.2,NA,3,5.8,NA,3,"Mean±value","No","SD缺失",6.2,5.8,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2022","Yes","Yes",2,"0-20","pH","1",6.1,NA,3,5.9,NA,3,"Mean±value","No","SD缺失",6.1,5.9,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2023","Yes","Yes",2,"0-20","pH","1",6.3,NA,3,5.8,NA,3,"Mean±value","No","SD缺失",6.3,5.8,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","SOC","g·kg-1",10.986078886310906,NA,3,10.27262180974478,NA,3,"Mean±value","Yes","SD缺失; SOC=SOM/1.724",10.986078886310906,10.27262180974478,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2023","Yes","Yes",2,"0-20","SOC","g·kg-1",11.27030162412993,NA,3,10.359628770301624,NA,3,"Mean±value","Yes","SD缺失; SOC=SOM/1.724",11.27030162412993,10.359628770301624,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2022","Yes","Yes",2,"0-20","SOC","g·kg-1",12.546403712296984,NA,3,10.27262180974478,NA,3,"Mean±value","Yes","SD缺失; SOC=SOM/1.724",12.546403712296984,10.27262180974478,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2023","Yes","Yes",2,"0-20","SOC","g·kg-1",13.18445475638051,NA,3,10.359628770301624,NA,3,"Mean±value","Yes","SD缺失; SOC=SOM/1.724",13.18445475638051,10.359628770301624,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","TN","g·kg-1",0.85,NA,3,0.83,NA,3,"Mean±value","No","SD缺失",0.85,0.83,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2023","Yes","Yes",2,"0-20","TN","g·kg-1",0.9,NA,3,0.87,NA,3,"Mean±value","No","SD缺失",0.9,0.87,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2022","Yes","Yes",2,"0-20","TN","g·kg-1",0.97,NA,3,0.83,NA,3,"Mean±value","No","SD缺失",0.97,0.83,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2023","Yes","Yes",2,"0-20","TN","g·kg-1",1.08,NA,3,0.87,NA,3,"Mean±value","No","SD缺失",1.08,0.87,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","AN","mg·kg-1",116.7,NA,3,123.6,NA,3,"Mean±value","No","SD缺失",116.7,123.6,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","商品有机肥",20,"2023","Yes","Yes",2,"0-20","AN","mg·kg-1",118.6,NA,3,119.5,NA,3,"Mean±value","No","SD缺失",118.6,119.5,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2022","Yes","Yes",2,"0-20","AN","mg·kg-1",123.7,NA,3,123.6,NA,3,"Mean±value","No","SD缺失",123.7,123.6,NA,NA,"0-20",0,20,10,"0-10","0_10"
8,"王燕_2023","安徽滁州","小麦","单作","沼液/沼渣",20,"2023","Yes","Yes",2,"0-20","AN","mg·kg-1",120.4,NA,3,119.5,NA,3,"Mean±value","No","SD缺失",120.4,119.5,NA,NA,"0-20",0,20,10,"0-10","0_10"
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",6,"years_mean","Yes","Yes",2,NA,"Rice yield","kg·hm-2",6771.25,NA,3,6789.17,NA,3,"Mean±value","No","SD缺失",6771.25,6789.17,NA,NA,NA,NA,NA,NA,NA,NA
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",12,"years_mean","Yes","Yes",2,NA,"Rice yield","kg·hm-2",6942.53,NA,3,6789.17,NA,3,"Mean±value","No","SD缺失",6942.53,6789.17,NA,NA,NA,NA,NA,NA,NA,NA
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",18,"years_mean","Yes","Yes",2,NA,"Rice yield","kg·hm-2",7039.8,NA,3,6789.17,NA,3,"Mean±value","No","SD缺失",7039.8,6789.17,NA,NA,NA,NA,NA,NA,NA,NA
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",24,"years_mean","Yes","Yes",2,NA,"Rice yield","kg·hm-2",6995.17,NA,3,6789.17,NA,3,"Mean±value","No","SD缺失",6995.17,6789.17,NA,NA,NA,NA,NA,NA,NA,NA
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",6,"years_mean","Yes","Yes",2,"0-20","SOC","g·kg-1",14.605568445475638,NA,3,14.147331786542924,NA,3,"Mean±value","Yes","SD缺失; SOC=SOM/1.724",14.605568445475638,14.147331786542924,NA,NA,"0-20",0,20,10,"0-10","0_10"
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",12,"years_mean","Yes","Yes",2,"0-20","SOC","g·kg-1",14.70417633410673,NA,3,14.147331786542924,NA,3,"Mean±value","Yes","SD缺失; SOC=SOM/1.724",14.70417633410673,14.147331786542924,NA,NA,"0-20",0,20,10,"0-10","0_10"
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",18,"years_mean","Yes","Yes",2,"0-20","SOC","g·kg-1",15.127610208816705,NA,3,14.147331786542924,NA,3,"Mean±value","Yes","SD缺失; SOC=SOM/1.724",15.127610208816705,14.147331786542924,NA,NA,"0-20",0,20,10,"0-10","0_10"
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",24,"years_mean","Yes","Yes",2,"0-20","SOC","g·kg-1",15.208816705336426,NA,3,14.147331786542924,NA,3,"Mean±value","Yes","SD缺失; SOC=SOM/1.724",15.208816705336426,14.147331786542924,NA,NA,"0-20",0,20,10,"0-10","0_10"
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",6,"years_mean","Yes","Yes",2,"0-20","AN","mg·kg-1",70.69,NA,3,68.36,NA,3,"Mean±value","No","SD缺失",70.69,68.36,NA,NA,"0-20",0,20,10,"0-10","0_10"
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",12,"years_mean","Yes","Yes",2,"0-20","AN","mg·kg-1",69.53,NA,3,68.36,NA,3,"Mean±value","No","SD缺失",69.53,68.36,NA,NA,"0-20",0,20,10,"0-10","0_10"
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",18,"years_mean","Yes","Yes",2,"0-20","AN","mg·kg-1",70.11,NA,3,68.36,NA,3,"Mean±value","No","SD缺失",70.11,68.36,NA,NA,"0-20",0,20,10,"0-10","0_10"
9,"余守保_2023","安徽芜湖","水稻","单作","畜禽粪肥",24,"years_mean","Yes","Yes",2,"0-20","AN","mg·kg-1",71.86,NA,3,68.36,NA,3,"Mean±value","No","SD缺失",71.86,68.36,NA,NA,"0-20",0,20,10,"0-10","0_10"
10,"李磊_2023","宁夏石嘴山","玉米","单作","畜禽粪肥",40,"years_mean","Yes","Yes",2,NA,"Maize yield","kg·hm-2",5.99,NA,3,6.74,NA,3,"Mean±value","No","SD缺失",5.99,6.74,NA,NA,NA,NA,NA,NA,NA,NA
10,"李磊_2023","宁夏石嘴山","玉米","单作","畜禽粪肥",60,"years_mean","Yes","Yes",2,NA,"Maize yield","kg·hm-2",5.92,NA,3,6.74,NA,3,"Mean±value","No","SD缺失",5.92,6.74,NA,NA,NA,NA,NA,NA,NA,NA
10,"李磊_2023","宁夏石嘴山","玉米","单作","畜禽粪肥",80,"years_mean","Yes","Yes",2,NA,"Maize yield","kg·hm-2",5.51,NA,3,6.74,NA,3,"Mean±value","No","SD缺失",5.51,6.74,NA,NA,NA,NA,NA,NA,NA,NA
10,"李磊_2023","宁夏石嘴山","玉米","单作","畜禽粪肥",100,"years_mean","Yes","Yes",2,NA,"Maize yield","kg·hm-2",6.86,NA,3,6.74,NA,3,"Mean±value","No","SD缺失",6.86,6.74,NA,NA,NA,NA,NA,NA,NA,NA
10,"李磊_2023","宁夏石嘴山","玉米","单作","畜禽粪肥",40,"years_mean","Yes","Yes",2,"0-20","TN","g·kg-1",0.4,NA,3,0.42,NA,3,"Mean±value","No","SD缺失",0.4,0.42,NA,NA,"0-20",0,20,10,"0-10","0_10"
