"StudyID","Author_Year","Location","Crop types","Cropping system","Organic fertilizer type","Substitution_ratio(%)","Year","Equal N?","P/K balanced?","Duration(years)","Soil depth(cm)","Indicator","Unit","Mean_E","SD_E","n_E","Mean_C","SD_C","n_C","DataType","Converted?","Notes","Mean_E_std","Mean_C_std","SD_E_std","SD_C_std","Depth_raw_norm","Depth_low_cm","Depth_high_cm","Depth_mid_cm","Soil_layer","Soil_layer_export"
1,"李雨欣_2025","湖南岳阳","玉米、油菜","轮作","畜禽粪肥",100,"years_mean","Yes","No",11,"0-20","LI","1",0.91,0.23,3,0.97,0.08,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.91,0.97,0.23,0.08,"0-20",0,20,10,"0-10","0_10"
1,"李雨欣_2025","湖南岳阳","玉米、油菜","轮作","菜籽饼肥",30,"years_mean","Yes","No",11,"0-20","LI","1",0.65,0.01,3,0.97,0.08,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.65,0.97,0.01,0.08,"0-20",0,20,10,"0-10","0_10"
1,"李雨欣_2025","湖南岳阳","玉米、油菜","轮作","菜籽饼肥",60,"years_mean","Yes","No",11,"0-20","LI","1",2.16,0.65,3,0.97,0.08,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",2.16,0.97,0.65,0.08,"0-20",0,20,10,"0-10","0_10"
1,"李雨欣_2025","湖南岳阳","玉米、油菜","轮作","畜禽粪肥",30,"years_mean","Yes","No",11,"0-20","CMI","1",1.11,0.23,3,104.96,6.82,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.11,104.96,0.23,6.82,"0-20",0,20,10,"0-10","0_10"
1,"李雨欣_2025","湖南岳阳","玉米、油菜","轮作","畜禽粪肥",60,"years_mean","Yes","No",11,"0-20","CMI","1",1.74,0.72,3,104.96,6.82,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.74,104.96,0.72,6.82,"0-20",0,20,10,"0-10","0_10"
1,"李雨欣_2025","湖南岳阳","玉米、油菜","轮作","畜禽粪肥",100,"years_mean","Yes","No",11,"0-20","CMI","1",1.13,0.29,3,104.96,6.82,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.13,104.96,0.29,6.82,"0-20",0,20,10,"0-10","0_10"
1,"李雨欣_2025","湖南岳阳","玉米、油菜","轮作","菜籽饼肥",30,"years_mean","Yes","No",11,"0-20","CMI","1",0.82,0.01,3,104.96,6.82,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.82,104.96,0.01,6.82,"0-20",0,20,10,"0-10","0_10"
1,"李雨欣_2025","湖南岳阳","玉米、油菜","轮作","菜籽饼肥",60,"years_mean","Yes","No",11,"0-20","CMI","1",2.71,0.82,3,104.96,6.82,3,"Mean±value","No","±Value, tpyes not specified, assuming SD",2.71,104.96,0.82,6.82,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2021-2022","Yes","Yes",2,NA,"Wheat yield","kg·hm-2",6867,288,4,5038,506,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",6867,5038,288,506,NA,NA,NA,NA,NA,NA
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2021-2022","Yes","Yes",2,NA,"Wheat yield","kg·hm-2",6552,203,4,5038,506,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",6552,5038,203,506,NA,NA,NA,NA,NA,NA
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022","Yes","Yes",2,NA,"Maize yield","kg·hm-2",7307,455,4,5641,317,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",7307,5641,455,317,NA,NA,NA,NA,NA,NA
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022","Yes","Yes",2,NA,"Maize yield","kg·hm-2",7451,275,4,5641,317,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",7451,5641,275,317,NA,NA,NA,NA,NA,NA
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022-2023","Yes","Yes",2,NA,"Wheat yield","kg·hm-2",6563,566,4,4983,170,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",6563,4983,566,170,NA,NA,NA,NA,NA,NA
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022-2023","Yes","Yes",2,NA,"Wheat yield","kg·hm-2",6363,427,4,4983,170,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",6363,4983,427,170,NA,NA,NA,NA,NA,NA
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2023","Yes","Yes",2,NA,"Maize yield","kg·hm-2",7953,675,4,6748,83,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",7953,6748,675,83,NA,NA,NA,NA,NA,NA
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2023","Yes","Yes",2,NA,"Maize yield","kg·hm-2",8030,376,4,6748,83,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",8030,6748,376,83,NA,NA,NA,NA,NA,NA
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2021-2022","Yes","Yes",2,"0-10","BD","g·cm⁻³",1.34,0.04,4,1.42,0.01,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.34,1.42,0.04,0.01,"0-10",0,10,5,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2021-2022","Yes","Yes",2,"0-10","BD","g·cm⁻³",1.33,0.01,4,1.42,0.01,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.33,1.42,0.01,0.01,"0-10",0,10,5,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2021-2022","Yes","Yes",2,"10-20","BD","g·cm⁻³",1.4,0.08,4,1.44,0.04,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.4,1.44,0.08,0.04,"10-20",10,20,15,"10-20","10_20"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2021-2022","Yes","Yes",2,"10-20","BD","g·cm⁻³",1.39,0.15,4,1.44,0.04,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.39,1.44,0.15,0.04,"10-20",10,20,15,"10-20","10_20"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022","Yes","Yes",2,"0-10","BD","g·cm⁻³",1.43,0.01,4,1.5,0.08,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.43,1.5,0.01,0.08,"0-10",0,10,5,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022","Yes","Yes",2,"0-10","BD","g·cm⁻³",1.49,0.02,4,1.5,0.08,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.49,1.5,0.02,0.08,"0-10",0,10,5,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022","Yes","Yes",2,"10-20","BD","g·cm⁻³",1.59,0.08,4,1.6,0.02,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.59,1.6,0.08,0.02,"10-20",10,20,15,"10-20","10_20"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022","Yes","Yes",2,"10-20","BD","g·cm⁻³",1.66,0.02,4,1.6,0.02,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.66,1.6,0.02,0.02,"10-20",10,20,15,"10-20","10_20"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022-2023","Yes","Yes",2,"0-10","BD","g·cm⁻³",1.41,0.03,4,1.43,0.03,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.41,1.43,0.03,0.03,"0-10",0,10,5,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022-2023","Yes","Yes",2,"0-10","BD","g·cm⁻³",1.42,0.03,4,1.43,0.03,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.42,1.43,0.03,0.03,"0-10",0,10,5,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022-2023","Yes","Yes",2,"10-20","BD","g·cm⁻³",1.49,0.02,4,1.61,0.01,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.49,1.61,0.02,0.01,"10-20",10,20,15,"10-20","10_20"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022-2023","Yes","Yes",2,"10-20","BD","g·cm⁻³",1.5,0.01,4,1.61,0.01,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.5,1.61,0.01,0.01,"10-20",10,20,15,"10-20","10_20"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2021-2022","Yes","Yes",2,"0-20","pH","1",8.12,0.09,4,8.13,0.02,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",8.12,8.13,0.09,0.02,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2021-2022","Yes","Yes",2,"0-20","pH","1",8.06,0.01,4,8.13,0.02,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",8.06,8.13,0.01,0.02,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","pH","1",8.28,0.08,4,8.33,0.04,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",8.28,8.33,0.08,0.04,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022","Yes","Yes",2,"0-20","pH","1",8.32,0.06,4,8.33,0.04,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",8.32,8.33,0.06,0.04,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022-2023","Yes","Yes",2,"0-20","pH","1",8.24,0.14,4,8.26,0.13,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",8.24,8.26,0.14,0.13,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022-2023","Yes","Yes",2,"0-20","pH","1",8.25,0.1,4,8.26,0.13,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",8.25,8.26,0.1,0.13,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2021-2022","Yes","Yes",2,"0-20","SOC","g·kg-1",7.99,0.79,4,5.22,1.01,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",7.99,5.22,0.79,1.01,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2021-2022","Yes","Yes",2,"0-20","SOC","g·kg-1",7.48,0.24,4,5.22,1.01,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",7.48,5.22,0.24,1.01,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","SOC","g·kg-1",7.76,0.42,4,6.22,0.93,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",7.76,6.22,0.42,0.93,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022","Yes","Yes",2,"0-20","SOC","g·kg-1",7.58,0.02,4,6.22,0.93,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",7.58,6.22,0.02,0.93,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022-2023","Yes","Yes",2,"0-20","SOC","g·kg-1",10.39,0.73,4,8.18,0.56,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",10.39,8.18,0.73,0.56,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022-2023","Yes","Yes",2,"0-20","SOC","g·kg-1",10.04,0.77,4,8.18,0.56,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",10.04,8.18,0.77,0.56,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2021-2022","Yes","Yes",2,"0-20","TN","g·kg-1",0.71,0.05,4,0.64,0.05,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.71,0.64,0.05,0.05,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2021-2022","Yes","Yes",2,"0-20","TN","g·kg-1",0.7,0.01,4,0.64,0.05,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.7,0.64,0.01,0.05,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","TN","g·kg-1",0.81,0.03,4,0.63,0.09,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.81,0.63,0.03,0.09,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022","Yes","Yes",2,"0-20","TN","g·kg-1",0.81,0.03,4,0.63,0.09,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.81,0.63,0.03,0.09,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022-2023","Yes","Yes",2,"0-20","TN","g·kg-1",0.84,0.01,4,0.63,0.08,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.84,0.63,0.01,0.08,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022-2023","Yes","Yes",2,"0-20","TN","g·kg-1",0.83,0.01,4,0.63,0.08,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",0.83,0.63,0.01,0.08,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2021-2022","Yes","Yes",2,"0-20","NH4-N","mg·kg-1",2.57,0.08,4,2.45,0.15,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",2.57,2.45,0.08,0.15,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2021-2022","Yes","Yes",2,"0-20","NH4-N","mg·kg-1",3.26,0.48,4,2.45,0.15,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",3.26,2.45,0.48,0.15,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","NH4-N","mg·kg-1",1.44,0.52,4,1.92,0.04,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",1.44,1.92,0.52,0.04,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022","Yes","Yes",2,"0-20","NH4-N","mg·kg-1",2.1,0.08,4,1.92,0.04,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",2.1,1.92,0.08,0.04,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022-2023","Yes","Yes",2,"0-20","NH4-N","mg·kg-1",3.22,0.57,4,2.48,0.51,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",3.22,2.48,0.57,0.51,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022-2023","Yes","Yes",2,"0-20","NH4-N","mg·kg-1",3.19,0.74,4,2.48,0.51,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",3.19,2.48,0.74,0.51,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2021-2022","Yes","Yes",2,"0-20","NO3-N","mg·kg-1",4.46,0.36,4,4.42,0.06,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",4.46,4.42,0.36,0.06,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2021-2022","Yes","Yes",2,"0-20","NO3-N","mg·kg-1",4.4,0.4,4,4.42,0.06,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",4.4,4.42,0.4,0.06,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022","Yes","Yes",2,"0-20","NO3-N","mg·kg-1",10.17,0.08,4,3.93,0.23,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",10.17,3.93,0.08,0.23,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022","Yes","Yes",2,"0-20","NO3-N","mg·kg-1",5.4,0.54,4,3.93,0.23,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",5.4,3.93,0.54,0.23,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",20,"2022-2023","Yes","Yes",2,"0-20","NO3-N","mg·kg-1",5.56,0.03,4,4.54,0.54,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",5.56,4.54,0.03,0.54,"0-20",0,20,10,"0-10","0_10"
2,"徐春燕_2025","河南新乡","小麦、玉米","轮作","商品有机肥",40,"2022-2023","Yes","Yes",2,"0-20","NO3-N","mg·kg-1",4.3,0.43,4,4.54,0.54,4,"Mean±value","No","±Value, tpyes not specified, assuming SD",4.3,4.54,0.43,0.54,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,NA,"Rice yield","kg·hm-2",8875.5,NA,3,9025.5,NA,3,"Mean±value","No","SD缺失",8875.5,9025.5,NA,NA,NA,NA,NA,NA,NA,NA
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,NA,"Rice yield","kg·hm-2",9199.5,NA,3,9025.5,NA,3,"Mean±value","No","SD缺失",9199.5,9025.5,NA,NA,NA,NA,NA,NA,NA,NA
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,NA,"Rice yield","kg·hm-2",8400,NA,3,9025.5,NA,3,"Mean±value","No","SD缺失",8400,9025.5,NA,NA,NA,NA,NA,NA,NA,NA
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,NA,"Rice yield","kg·hm-2",7525.5,NA,3,9025.5,NA,3,"Mean±value","No","SD缺失",7525.5,9025.5,NA,NA,NA,NA,NA,NA,NA,NA
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","pH","1",6.8,NA,3,6.5,NA,3,"Mean±value","No","SD缺失",6.8,6.5,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","pH","1",7,NA,3,6.5,NA,3,"Mean±value","No","SD缺失",7,6.5,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","pH","1",6.8,NA,3,6.5,NA,3,"Mean±value","No","SD缺失",6.8,6.5,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","pH","1",7.1,NA,3,6.5,NA,3,"Mean±value","No","SD缺失",7.1,6.5,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.28,NA,3,1.29,NA,3,"Mean±value","No","SD缺失",1.28,1.29,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.27,NA,3,1.29,NA,3,"Mean±value","No","SD缺失",1.27,1.29,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.26,NA,3,1.29,NA,3,"Mean±value","No","SD缺失",1.26,1.29,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","BD","g·cm⁻³",1.26,NA,3,1.29,NA,3,"Mean±value","No","SD缺失",1.26,1.29,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",15.97,NA,3,15.66,NA,3,"Mean±value","No","SD缺失",15.97,15.66,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",16.75,NA,3,15.66,NA,3,"Mean±value","No","SD缺失",16.75,15.66,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",16.86,NA,3,15.66,NA,3,"Mean±value","No","SD缺失",16.86,15.66,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","SOC","g·kg-1",17.58,NA,3,15.66,NA,3,"Mean±value","No","SD缺失",17.58,15.66,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.22,NA,3,1.15,NA,3,"Mean±value","No","SD缺失",1.22,1.15,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.27,NA,3,1.15,NA,3,"Mean±value","No","SD缺失",1.27,1.15,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.23,NA,3,1.15,NA,3,"Mean±value","No","SD缺失",1.23,1.15,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","TN","g·kg-1",1.29,NA,3,1.15,NA,3,"Mean±value","No","SD缺失",1.29,1.15,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","ROC","g·kg-1",1.53,NA,3,1.33,NA,3,"Mean±value","No","SD缺失",1.53,1.33,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","ROC","g·kg-1",1.72,NA,3,1.33,NA,3,"Mean±value","No","SD缺失",1.72,1.33,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","ROC","g·kg-1",1.78,NA,3,1.33,NA,3,"Mean±value","No","SD缺失",1.78,1.33,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","ROC","g·kg-1",1.85,NA,3,1.33,NA,3,"Mean±value","No","SD缺失",1.85,1.33,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","DOC","mg·kg-1",70.12,NA,3,65.33,NA,3,"Mean±value","No","SD缺失",70.12,65.33,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","DOC","mg·kg-1",73.11,NA,3,65.33,NA,3,"Mean±value","No","SD缺失",73.11,65.33,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","DOC","mg·kg-1",73.84,NA,3,65.33,NA,3,"Mean±value","No","SD缺失",73.84,65.33,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","DOC","mg·kg-1",83.23,NA,3,65.33,NA,3,"Mean±value","No","SD缺失",83.23,65.33,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","MBC","mg·kg-1",71.53,NA,3,62.54,NA,3,"Mean±value","No","SD缺失",71.53,62.54,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","MBC","mg·kg-1",104.48,NA,3,62.54,NA,3,"Mean±value","No","SD缺失",104.48,62.54,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","MBC","mg·kg-1",140.5,NA,3,62.54,NA,3,"Mean±value","No","SD缺失",140.5,62.54,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",50,"years_mean","Yes","Yes",1,"0-20","MBC","mg·kg-1",140.88,NA,3,62.54,NA,3,"Mean±value","No","SD缺失",140.88,62.54,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",20,"years_mean","Yes","Yes",1,"0-20","POC","g·kg-1",3.56,NA,3,3.26,NA,3,"Mean±value","No","SD缺失",3.56,3.26,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",30,"years_mean","Yes","Yes",1,"0-20","POC","g·kg-1",3.71,NA,3,3.26,NA,3,"Mean±value","No","SD缺失",3.71,3.26,NA,NA,"0-20",0,20,10,"0-10","0_10"
3,"徐洪胜_2024","江苏盐城","水稻","单作","畜禽粪肥",40,"years_mean","Yes","Yes",1,"0-20","POC","g·kg-1",4.74,NA,3,3.26,NA,3,"Mean±value","No","SD缺失",4.74,3.26,NA,NA,"0-20",0,20,10,"0-10","0_10"
