"indicator","k","method","test","conf_level","pred_level","yi_overall","yi_ci_lb","yi_ci_ub","yi_se","yi_zval","yi_pval","pct_overall","pct_ci_lb","pct_ci_ub","yi_pi_lb","yi_pi_ub","pct_pi_lb","pct_pi_ub"
"SOC",87,"DL","knha",0.95,0.95,0.12841100070583725,0.09915166307208703,0.15767033833958746,0.014718463791166439,8.724483922221932,1.7907713617817903e-13,13.702022279070736,10.423375834399673,17.07801697476137,-0.05767658468632239,0.31449858609799686,-5.604481236243231,36.957241611283685
