"rows","SD_E_as_is","SD_E_from_se","SD_E_from_cv_all","SD_E_from_cv_def","SD_C_as_is","SD_C_from_se","SD_C_from_cv_all","SD_C_from_cv_def","any_SD_E_missing","any_SD_C_missing"
87,53,0,34,0,53,0,34,0,0,0
